Date,Open,High,Low,Close
2022-02-11 00:00:00,172.3300018,173.0800018,168.0399933,168.6399994
2022-02-14 00:00:00,167.3699951,169.5800018,166.5599976,168.8800049
2022-02-15 00:00:00,170.9700012,172.9499969,170.25,172.7899933
2022-02-16 00:00:00,171.8500061,173.3399963,170.0500031,172.5500031
2022-02-17 00:00:00,171.0299988,171.9100037,168.4700012,168.8800049
2022-02-18 00:00:00,169.8200073,170.5399933,166.1900024,167.3000031
2022-02-22 00:00:00,164.9799957,166.6900024,162.1499939,164.3200073
2022-02-23 00:00:00,165.5399933,166.1499939,159.75,160.0700073
2022-02-24 00:00:00,152.5800018,162.8500061,152,162.7400055
2022-02-25 00:00:00,163.8399963,165.1199951,160.8699951,164.8500061
2022-02-28 00:00:00,163.0599976,165.4199982,162.4299927,165.1199951
2022-03-01 00:00:00,164.6999969,166.6000061,161.9700012,163.1999969
2022-03-02 00:00:00,164.3899994,167.3600006,162.9499969,166.5599976
2022-03-03 00:00:00,168.4700012,168.9100037,165.5500031,166.2299957
2022-03-04 00:00:00,164.4900055,165.5500031,162.1000061,163.1699982
2022-03-07 00:00:00,163.3600006,165.0200043,159.0399933,159.3000031
2022-03-08 00:00:00,158.8200073,162.8800049,155.8000031,157.4400024
2022-03-09 00:00:00,161.4799957,163.4100037,159.4100037,162.9499969
2022-03-10 00:00:00,160.1999969,160.3899994,155.9799957,158.5200043
2022-03-11 00:00:00,158.9299927,159.2799988,154.5,154.7299957
2022-03-14 00:00:00,151.4499969,154.1199951,150.1000061,150.6199951
2022-03-15 00:00:00,150.8999939,155.5700073,150.3800049,155.0899963
2022-03-16 00:00:00,157.0500031,160,154.4600067,159.5899963
2022-03-17 00:00:00,158.6100006,161,157.6300049,160.6199951
2022-03-18 00:00:00,160.5099945,164.4799957,159.7599945,163.9799957
2022-03-21 00:00:00,163.5099945,166.3500061,163.0099945,165.3800049
2022-03-22 00:00:00,165.5099945,169.4199982,164.9100037,168.8200073
2022-03-23 00:00:00,167.9900055,172.6399994,167.6499939,170.2100067
2022-03-24 00:00:00,171.0599976,174.1399994,170.2100067,174.0700073
2022-03-25 00:00:00,173.8800049,175.2799988,172.75,174.7200012
2022-03-28 00:00:00,172.1699982,175.7299957,172,175.6000061
2022-03-29 00:00:00,176.6900024,179.0099945,176.3399963,178.9600067
2022-03-30 00:00:00,178.5500031,179.6100006,176.6999969,177.7700043
2022-03-31 00:00:00,177.8399963,178.0299988,174.3999939,174.6100006
2022-04-01 00:00:00,174.0299988,174.8800049,171.9400024,174.3099976
2022-04-04 00:00:00,174.5700073,178.4900055,174.4400024,178.4400024
2022-04-05 00:00:00,177.5,178.3000031,174.4199982,175.0599976
2022-04-06 00:00:00,172.3600006,173.6300049,170.1300049,171.8300018
2022-04-07 00:00:00,171.1600037,173.3600006,169.8500061,172.1399994
2022-04-08 00:00:00,171.7799988,171.7799988,169.1999969,170.0899963
2022-04-11 00:00:00,168.7100067,169.0299988,165.5,165.75
2022-04-12 00:00:00,168.0200043,169.8699951,166.6399994,167.6600037
2022-04-13 00:00:00,167.3899994,171.0399933,166.7700043,170.3999939
2022-04-14 00:00:00,170.6199951,171.2700043,165.0399933,165.2899933
2022-04-18 00:00:00,163.9199982,166.6000061,163.5700073,165.0700073
2022-04-19 00:00:00,165.0200043,167.8200073,163.9100037,167.3999939
2022-04-20 00:00:00,168.7599945,168.8800049,166.1000061,167.2299957
2022-04-21 00:00:00,168.9100037,171.5299988,165.9100037,166.4199982
2022-04-22 00:00:00,166.4600067,167.8699951,161.5,161.7899933
2022-04-25 00:00:00,161.1199951,163.1699982,158.4600067,162.8800049
2022-04-26 00:00:00,162.25,162.3399963,156.7200012,156.8000031
2022-04-27 00:00:00,155.9100037,159.7899933,155.3800049,156.5700073
2022-04-28 00:00:00,159.25,164.5200043,158.9299927,163.6399994
2022-04-29 00:00:00,161.8399963,166.1999969,157.25,157.6499939
2022-05-02 00:00:00,156.7100067,158.2299957,153.2700043,157.9600067
2022-05-03 00:00:00,158.1499939,160.7100067,156.3200073,159.4799957
2022-05-04 00:00:00,159.6699982,166.4799957,159.2599945,166.0200043
2022-05-05 00:00:00,163.8500061,164.0800018,154.9499969,156.7700043
2022-05-06 00:00:00,156.0099945,159.4400024,154.1799927,157.2799988
2022-05-09 00:00:00,154.9299927,155.8300018,151.4900055,152.0599976
2022-05-10 00:00:00,155.5200043,156.7400055,152.9299927,154.5099945
2022-05-11 00:00:00,153.5,155.4499969,145.8099976,146.5
2022-05-12 00:00:00,142.7700043,146.1999969,138.8000031,142.5599976
2022-05-13 00:00:00,144.5899963,148.1000061,143.1100006,147.1100006
2022-05-16 00:00:00,145.5500031,147.5200043,144.1799927,145.5399933
2022-05-17 00:00:00,148.8600006,149.7700043,146.6799927,149.2400055
2022-05-18 00:00:00,146.8500061,147.3600006,139.8999939,140.8200073
2022-05-19 00:00:00,139.8800049,141.6600037,136.6000061,137.3500061
2022-05-20 00:00:00,139.0899963,140.6999969,132.6100006,137.5899963
2022-05-23 00:00:00,137.7899933,143.2599945,137.6499939,143.1100006
2022-05-24 00:00:00,140.8099976,141.9700012,137.3300018,140.3600006
2022-05-25 00:00:00,138.4299927,141.7899933,138.3399963,140.5200043
2022-05-26 00:00:00,137.3899994,144.3399963,137.1399994,143.7799988
2022-05-27 00:00:00,145.3899994,149.6799927,145.2599945,149.6399994
2022-05-31 00:00:00,149.0700073,150.6600037,146.8399963,148.8399963
2022-06-01 00:00:00,149.8999939,151.7400055,147.6799927,148.7100067
2022-06-02 00:00:00,147.8300018,151.2700043,146.8600006,151.2100067
2022-06-03 00:00:00,146.8999939,147.9700012,144.4600067,145.3800049
2022-06-06 00:00:00,147.0299988,148.5700073,144.8999939,146.1399994
2022-06-07 00:00:00,144.3500061,149,144.1000061,148.7100067
2022-06-08 00:00:00,148.5800018,149.8699951,147.4600067,147.9600067
2022-06-09 00:00:00,147.0800018,147.9499969,142.5299988,142.6399994
2022-06-10 00:00:00,140.2799988,140.7599945,137.0599976,137.1300049
2022-06-13 00:00:00,132.8699951,135.1999969,131.4400024,131.8800049
2022-06-14 00:00:00,133.1300049,133.8899994,131.4799957,132.7599945
2022-06-15 00:00:00,134.2899933,137.3399963,132.1600037,135.4299927
2022-06-16 00:00:00,132.0800018,132.3899994,129.0399933,130.0599976
2022-06-17 00:00:00,130.0700073,133.0800018,129.8099976,131.5599976
2022-06-21 00:00:00,133.4199982,137.0599976,133.3200073,135.8699951
2022-06-22 00:00:00,134.7899933,137.7599945,133.9100037,135.3500061
2022-06-23 00:00:00,136.8200073,138.5899963,135.6300049,138.2700043
2022-06-24 00:00:00,139.8999939,141.9100037,139.7700043,141.6600037
2022-06-27 00:00:00,142.6999969,143.4900055,140.9700012,141.6600037
2022-06-28 00:00:00,142.1300049,143.4199982,137.3200073,137.4400024
2022-06-29 00:00:00,137.4600067,140.6699982,136.6699982,139.2299957
2022-06-30 00:00:00,137.25,138.3699951,133.7700043,136.7200012
2022-07-01 00:00:00,136.0399933,139.0399933,135.6600037,138.9299927
2022-07-05 00:00:00,137.7700043,141.6100006,136.9299927,141.5599976
2022-07-06 00:00:00,141.3500061,144.1199951,141.0800018,142.9199982
2022-07-07 00:00:00,143.2899933,146.5500031,143.2799988,146.3500061
2022-07-08 00:00:00,145.2599945,147.5500031,145,147.0399933
2022-07-11 00:00:00,145.6699982,146.6399994,143.7799988,144.8699951
2022-07-12 00:00:00,145.7599945,148.4499969,145.0500031,145.8600006
2022-07-13 00:00:00,142.9900055,146.4499969,142.1199951,145.4900055
2022-07-14 00:00:00,144.0800018,148.9499969,143.25,148.4700012
2022-07-15 00:00:00,149.7799988,150.8600006,148.1999969,150.1699982
2022-07-18 00:00:00,150.7400055,151.5700073,146.6999969,147.0700073
2022-07-19 00:00:00,147.9199982,151.2299957,146.9100037,151
2022-07-20 00:00:00,151.1199951,153.7200012,150.3699951,153.0399933
2022-07-21 00:00:00,154.5,155.5700073,151.9400024,155.3500061
2022-07-22 00:00:00,155.3899994,156.2799988,153.4100037,154.0899963
2022-07-25 00:00:00,154.0099945,155.0399933,152.2799988,152.9499969
2022-07-26 00:00:00,152.2599945,153.0899963,150.8000031,151.6000061
2022-07-27 00:00:00,152.5800018,157.3300018,152.1600037,156.7899933
2022-07-28 00:00:00,156.9799957,157.6399994,154.4100037,157.3500061
2022-07-29 00:00:00,161.2400055,163.6300049,159.5,162.5099945
2022-08-01 00:00:00,161.0099945,163.5899963,160.8899994,161.5099945
2022-08-02 00:00:00,160.1000061,162.4100037,159.6300049,160.0099945
2022-08-03 00:00:00,160.8399963,166.5899963,160.75,166.1300049
2022-08-04 00:00:00,166.0099945,167.1900024,164.4299927,165.8099976
2022-08-05 00:00:00,163.2100067,165.8500061,163,165.3500061
2022-08-08 00:00:00,166.3699951,167.8099976,164.1999969,164.8699951
2022-08-09 00:00:00,164.0200043,165.8200073,163.25,164.9199982
2022-08-10 00:00:00,167.6799927,169.3399963,166.8999939,169.2400055
2022-08-11 00:00:00,170.0599976,170.9900055,168.1900024,168.4900055
2022-08-12 00:00:00,169.8200073,172.1699982,169.3999939,172.1000061
2022-08-15 00:00:00,171.5200043,173.3899994,171.3500061,173.1900024
2022-08-16 00:00:00,172.7799988,173.7100067,171.6600037,173.0299988
2022-08-17 00:00:00,172.7700043,176.1499939,172.5700073,174.5500031
2022-08-18 00:00:00,173.75,174.8999939,173.1199951,174.1499939
2022-08-19 00:00:00,173.0299988,173.7400055,171.3099976,171.5200043
2022-08-22 00:00:00,169.6900024,169.8600006,167.1399994,167.5700073
2022-08-23 00:00:00,167.0800018,168.7100067,166.6499939,167.2299957
2022-08-24 00:00:00,167.3200073,168.1100006,166.25,167.5299988
2022-08-25 00:00:00,168.7799988,170.1399994,168.3500061,170.0299988
2022-08-26 00:00:00,170.5700073,171.0500031,163.5599976,163.6199951
2022-08-29 00:00:00,161.1499939,162.8999939,159.8200073,161.3800049
2022-08-30 00:00:00,162.1300049,162.5599976,157.7200012,158.9100037
2022-08-31 00:00:00,160.3099976,160.5800018,157.1399994,157.2200012
2022-09-01 00:00:00,156.6399994,158.4199982,154.6699982,157.9600067
2022-09-02 00:00:00,159.75,160.3600006,154.9700012,155.8099976
2022-09-06 00:00:00,156.4700012,157.0899963,153.6900024,154.5299988
2022-09-07 00:00:00,154.8200073,156.6699982,153.6100006,155.9600067
2022-09-08 00:00:00,154.6399994,156.3600006,152.6799927,154.4600067
2022-09-09 00:00:00,155.4700012,157.8200073,154.75,157.3699951
2022-09-12 00:00:00,159.5899963,164.2599945,159.3000031,163.4299927
2022-09-13 00:00:00,159.8999939,160.5399933,153.3699951,153.8399963
2022-09-14 00:00:00,154.7899933,157.1000061,153.6100006,155.3099976
2022-09-15 00:00:00,154.6499939,155.2400055,151.3800049,152.3699951
2022-09-16 00:00:00,151.2100067,151.3500061,148.3699951,150.6999969
2022-09-19 00:00:00,149.3099976,154.5599976,149.1000061,154.4799957
2022-09-20 00:00:00,153.3999939,158.0800018,153.0800018,156.8999939
2022-09-21 00:00:00,157.3399963,158.7400055,153.6000061,153.7200012
2022-09-22 00:00:00,152.3800049,154.4700012,150.9100037,152.7400055
2022-09-23 00:00:00,151.1900024,151.4700012,148.5599976,150.4299927
2022-09-26 00:00:00,149.6600037,153.7700043,149.6399994,150.7700043
2022-09-27 00:00:00,152.7400055,154.7200012,149.9499969,151.7599945
2022-09-28 00:00:00,147.6399994,150.6399994,144.8399963,149.8399963
2022-09-29 00:00:00,146.1000061,146.7200012,140.6799927,142.4799957
2022-09-30 00:00:00,141.2799988,143.1000061,138,138.1999969
2022-10-03 00:00:00,138.2100067,143.0700073,137.6900024,142.4499969
2022-10-04 00:00:00,145.0299988,146.2200012,144.2599945,146.1000061
2022-10-05 00:00:00,144.0700073,147.3800049,143.0099945,146.3999939
2022-10-06 00:00:00,145.8099976,147.5399933,145.2200012,145.4299927
2022-10-07 00:00:00,142.5399933,143.1000061,139.4499969,140.0899963
2022-10-10 00:00:00,140.4199982,141.8899994,138.5700073,140.4199982
2022-10-11 00:00:00,139.8999939,141.3500061,138.2200012,138.9799957
2022-10-12 00:00:00,139.1300049,140.3600006,138.1600037,138.3399963
2022-10-13 00:00:00,134.9900055,143.5899963,134.3699951,142.9900055
2022-10-14 00:00:00,144.3099976,144.5200043,138.1900024,138.3800049
2022-10-17 00:00:00,141.0700073,142.8999939,140.2700043,142.4100037
2022-10-18 00:00:00,145.4900055,146.6999969,140.6100006,143.75
2022-10-19 00:00:00,141.6900024,144.9499969,141.5,143.8600006
2022-10-20 00:00:00,143.0200043,145.8899994,142.6499939,143.3899994
2022-10-21 00:00:00,142.8699951,147.8500061,142.6499939,147.2700043
2022-10-24 00:00:00,147.1900024,150.2299957,146,149.4499969
2022-10-25 00:00:00,150.0899963,152.4900055,149.3600006,152.3399963
2022-10-26 00:00:00,150.9600067,151.9900055,148.0399933,149.3500061
2022-10-27 00:00:00,148.0700073,149.0500031,144.1300049,144.8000031
2022-10-28 00:00:00,148.1999969,157.5,147.8200073,155.7400055
2022-10-31 00:00:00,153.1600037,154.2400055,151.9199982,153.3399963
2022-11-01 00:00:00,155.0800018,155.4499969,149.1300049,150.6499939
2022-11-02 00:00:00,148.9499969,152.1699982,145,145.0299988
2022-11-03 00:00:00,142.0599976,142.8000031,138.75,138.8800049
2022-11-04 00:00:00,142.0899963,142.6699982,134.3800049,138.3800049
2022-11-07 00:00:00,137.1100006,139.1499939,135.6699982,138.9199982
2022-11-08 00:00:00,140.4100037,141.4299927,137.4900055,139.5
2022-11-09 00:00:00,138.5,138.5500031,134.5899963,134.8699951
2022-11-10 00:00:00,141.2400055,146.8699951,139.5,146.8699951
2022-11-11 00:00:00,145.8200073,150.0099945,144.3699951,149.6999969
2022-11-14 00:00:00,148.9700012,150.2799988,147.4299927,148.2799988
2022-11-15 00:00:00,152.2200012,153.5899963,148.5599976,150.0399933
2022-11-16 00:00:00,149.1300049,149.8699951,147.2899933,148.7899933
2022-11-17 00:00:00,146.4299927,151.4799957,146.1499939,150.7200012
2022-11-18 00:00:00,152.3099976,152.6999969,149.9700012,151.2899933
2022-11-21 00:00:00,150.1600037,150.3699951,147.7200012,148.0099945
2022-11-22 00:00:00,148.1300049,150.4199982,146.9299927,150.1799927
2022-11-23 00:00:00,149.4499969,151.8300018,149.3399963,151.0700073
2022-11-25 00:00:00,148.3099976,148.8800049,147.1199951,148.1100006
2022-11-28 00:00:00,145.1399994,146.6399994,143.3800049,144.2200012
2022-11-29 00:00:00,144.2899933,144.8099976,140.3500061,141.1699982
2022-11-30 00:00:00,141.3999939,148.7200012,140.5500031,148.0299988
2022-12-01 00:00:00,148.2100067,149.1300049,146.6100006,148.3099976
2022-12-02 00:00:00,145.9600067,148,145.6499939,147.8099976
2022-12-05 00:00:00,147.7700043,150.9199982,145.7700043,146.6300049
2022-12-06 00:00:00,147.0700073,147.3000031,141.9199982,142.9100037
2022-12-07 00:00:00,142.1900024,143.3699951,140,140.9400024
2022-12-08 00:00:00,142.3600006,143.5200043,141.1000061,142.6499939
2022-12-09 00:00:00,142.3399963,145.5700073,140.8999939,142.1600037
2022-12-12 00:00:00,142.6999969,144.5,141.0599976,144.4900055
2022-12-13 00:00:00,149.5,149.9700012,144.2400055,145.4700012
2022-12-14 00:00:00,145.3500061,146.6600037,141.1600037,143.2100067
2022-12-15 00:00:00,141.1100006,141.8000031,136.0299988,136.5
2022-12-16 00:00:00,136.6900024,137.6499939,133.7299957,134.5099945
2022-12-19 00:00:00,135.1100006,135.1999969,131.3200073,132.3699951
2022-12-20 00:00:00,131.3899994,133.25,129.8899994,132.3000031
2022-12-21 00:00:00,132.9799957,136.8099976,132.75,135.4499969
2022-12-22 00:00:00,134.3500061,134.5599976,130.3000031,132.2299957
2022-12-23 00:00:00,130.9199982,132.4199982,129.6399994,131.8600006
2022-12-27 00:00:00,131.3800049,131.4100037,128.7200012,130.0299988
2022-12-28 00:00:00,129.6699982,131.0299988,125.8700027,126.0400009
2022-12-29 00:00:00,127.9899979,130.4799957,127.7300034,129.6100006
2022-12-30 00:00:00,128.4100037,129.9499969,127.4300003,129.9299927
